Accession,Gene,protein length,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9,prot.10,prot.11,prot.12,prot.13,prot.14,prot.15,prot.16,prot.17,prot.18,prot.19,prot.20,prot.21,prot.22,prot.23,prot.24,prot.25,prot.26,prot.27,prot.28,prot.29,prot.30,prot.31,prot.32,prot.33,prot.34,prot.35,prot.36,prot.37,prot.38,prot.39,prot.40,prot.41,prot.42,RNA.1,RNA.2,RNA.3,RNA.4,RNA.5,RNA.6,RNA.7,RNA.8,RNA.9,RNA.10,RNA.11,RNA.12,RNA.13,RNA.14,RNA.15,RNA.16,RNA.17,RNA.18,RNA.19,RNA.20,RNA.21,RNA.22,RNA.23,RNA.24,RNA.25,RNA.26,RNA.27,RNA.28,RNA.29,RNA.30,RNA.31,RNA.32,RNA.33,RNA.34,RNA.35,RNA.36,RNA.37,RNA.38,RNA.39,RNA.40,RNA.41,RNA.42,GR.cluster,NM.cluster,GR.Pearson.r,NM.Pearson.r,all.Pearson.r,GR.Spearman.rho,NM.Spearman.rho,all.Spearman.rho
P00427,COX6,148,6781.824706,6301.448658,9301.193952,10753.8486,12735.0061,11237.30666,5296.430758,6616.434726,6096.918257,10612.55024,11316.23097,8321.430467,7584.683019,8557.864766,9956.194726,8922.253336,8398.243669,10656.64671,9190.914919,9983.396202,9463.768933,11001.08688,11256.67931,14186.33989,22782.49834,8997.248921,11966.01607,7443.56527,12715.32863,11283.78521,23215.52661,32285.07294,20439.6279,15420.35238,12917.91726,12990.77918,10040.41378,14641.24701,7886.133054,9096.245843,11623.2693,9474.102688,0.515414249,0.624997892,0.629272718,1.505589127,1.549468008,1.440780044,0.774504186,0.855195639,0.908588887,0.983702823,0.997238351,0.957363352,1.597855971,1.644440061,1.674245538,2.119783038,1.942225904,2.054416868,2.824582433,2.562657384,3.3526079,2.34139793,1.869360138,2.096259873,1.925880926,1.965815397,1.935310325,0.874687078,0.717922579,0.656979015,1.026970155,1.061005811,0.97713614,1.011131852,1.124202831,1.155063692,1.166642422,1.41204778,1.195435794,1.068000079,0.87187706,0.934641336,1,1,0.45686682,0.087920324,-0.00848102,0.572755418,0.201465201,0.162304513
P00431,CCP1,361,863.6858122,709.2434522,1345.433568,1044.927145,920.0655954,595.9517767,463.9313074,876.9219497,1775.893201,1256.436552,916.7450866,837.5019934,728.2607038,646.9022739,930.5122437,708.2874009,734.1925985,566.7479243,437.8158081,652.5918763,750.8649273,883.2220633,1003.981874,690.7670551,866.7626625,556.5940996,1242.603839,795.3482722,1514.239659,1335.233854,1124.052236,1203.863497,1496.647203,1749.17618,1606.834711,904.6114167,553.5740664,682.6761191,1099.192683,1895.885986,1884.343427,1248.933452,0.491606182,0.79564404,0.600783238,1.017746792,0.899361912,0.824895443,0.479581019,0.577899669,0.594410898,0.510389283,0.500186341,0.531250544,0.681600501,0.630990369,0.639179979,0.513947969,0.546778164,0.582715102,0.776062677,0.786334421,0.954684036,1.515222375,1.269699717,1.437238005,1.154114292,1.206638313,1.283053853,0.548622765,0.595317678,0.389598905,0.429125269,0.444873463,0.404577976,0.51100127,0.533133492,0.552314474,0.528790957,0.615019718,0.592021002,0.427495536,0.571751309,0.502099553,2,1,-0.222282217,-0.383133688,-0.286509554,-0.178534572,-0.376068376,-0.32728304
P00445,SOD1,154,216904.2191,187337.6576,245853.8136,344043.8696,417116.7785,245322.0475,213774.7532,213461.5355,184865.1896,249515.587,257247.8303,228718.8347,184392.3891,199825.2301,251642.9208,315545.9791,322777.5619,268952.9012,304844.1544,289326.3389,291110.4834,643542.7447,719882.7946,772664.4804,379479.6007,203018.5298,307606.8173,147374.3427,235942.5736,250796.8561,322974.2021,492503.9233,331935.512,393509.4568,297118.1,252566.6142,194497.2927,291876.176,195303.3264,271402.9191,384263.8708,349513.8093,2.149937203,3.545161961,2.393058199,5.31705933,4.624643241,4.849465862,2.526727343,2.853809291,3.214949185,2.995268517,2.88666934,2.991723851,4.411795558,4.183338937,3.892411405,4.85184282,5.032416975,6.022271118,9.040847569,8.775116067,10.42352879,7.337073845,5.942759693,6.753230143,3.93395601,3.443091425,3.634102937,3.126000172,2.95974871,2.222686747,1.7677936,1.801380389,1.75549764,2.431475571,2.485050821,2.628274529,2.411397948,2.99292382,2.625339462,2.464888113,2.719922408,2.746837381,3,1,0.608363609,0.675270492,0.341204942,0.535603715,0.236263736,0.173648813
P00447,SOD2,233,10583.03657,6326.325081,9784.204136,7971.745599,5386.724784,6481.916379,4113.322727,4246.221714,9001.072828,9907.850672,7636.023848,9139.091776,7397.824787,6237.311284,7230.201615,5053.928728,5910.677433,4447.947328,5528.18103,3255.99419,6177.030525,5532.899053,6049.439981,6155.916435,6632.028125,2662.033234,4075.148698,5154.316102,10441.60434,10329.36797,10546.05722,12664.77954,14395.22154,9108.481855,7508.086325,7448.09771,3026.414443,3184.72419,4236.493826,4565.815645,3432.090403,3337.688475,1.249403392,2.723840661,1.36403525,3.944089062,3.731523987,3.626405943,1.216802331,1.417858244,1.474714629,1.41630207,1.54758915,1.432339479,2.166303039,1.93253864,2.06857308,1.932106563,1.950364696,2.012396116,2.53506799,2.66334285,3.642598221,5.4944311,4.689548862,5.349810697,3.237750673,3.309370256,3.202077986,1.654478279,1.664168813,1.128065204,1.54696387,1.64769145,1.633098173,1.771935952,1.881286265,2.194755806,1.40340099,1.881686849,1.611509555,1.405612571,1.742938267,1.429627395,3,1,-0.414590217,-0.154051905,-0.236446156,-0.356037152,0.01953602,-0.211733247
P00498,HIS1,297,1957.818023,1657.111808,1757.315814,2425.737632,2486.590077,1912.937514,1282.281582,1361.455695,1651.467727,1664.195037,1639.059647,1441.503769,1730.118521,1727.583001,1733.193063,3401.127275,3226.828034,4255.824659,4793.058132,5035.402543,4376.483841,2525.84744,2488.628434,2769.335716,3849.906196,2204.697456,2516.835753,1175.601403,1918.665325,2003.177379,1885.193345,2582.5499,1927.308072,2594.377089,2088.047907,2191.043864,2444.051451,2794.826965,2381.647343,2921.984919,2706.342863,3145.298948,0.579785256,0.088408322,0.683615413,1.692133881,1.585605464,1.31190142,0.592751478,0.694047343,0.749660136,0.647031679,0.676241035,0.634840594,1.056492628,1.073436933,0.968653744,1.827169031,1.856155074,2.457157301,3.972852508,3.886680639,4.410211244,2.049986573,1.628099798,1.582761575,2.040564977,1.613059194,1.414701682,0.731841016,0.47446142,0.458920201,0.481340766,0.468080931,0.392420017,0.61147479,0.709005431,0.645290586,0.856149983,1.157838017,1.216723123,0.830673888,0.548905796,0.846375725,1,1,0.94506311,0.48397567,0.839808967,0.756449948,0.393162393,0.602463334
P00546,CDC28,298,459.3758191,398.9132665,391.2744401,641.7838012,594.0221979,620.9597597,375.6614275,388.8518201,394.8080201,539.884223,464.5350535,478.5677323,519.0957905,502.2805306,543.0215864,634.5489609,654.3345505,576.4565866,676.9560384,616.68469,656.1085087,823.1054239,874.9489663,968.1660882,904.837437,547.9930707,675.2246284,355.1966997,632.5601066,631.0820636,655.9064703,770.8468887,758.3589391,734.3179024,667.3663279,723.2691514,597.6172816,721.41237,579.1219854,664.5876311,727.5705628,708.3210308,0.165715065,0.139265661,0.19189595,0.439887715,0.429634577,0.374562493,0.181533822,0.213063979,0.212475841,0.229840154,0.209931392,0.213939455,0.32827875,0.32702075,0.334705019,0.403124755,0.336546587,0.431533498,0.513057452,0.510875537,0.654755064,0.549814426,0.466753108,0.502205322,0.445376858,0.46888324,0.458798549,0.20988146,0.155032786,0.139191496,0.122363896,0.135833108,0.116674956,0.164255696,0.182421445,0.175950168,0.223549186,0.233853306,0.211261949,0.186258626,0.138752698,0.187967752,3,1,0.855737086,0.344021335,0.336127513,0.900928793,0.054334554,0.125192448
P00549,CDC19,500,54546.66494,41313.46389,37803.02834,31207.30247,29526.52203,29252.1979,39796.12352,34415.82714,90492.85403,73916.48335,64607.45245,63053.59818,55042.01909,53516.75827,53910.15521,83668.51376,90946.99574,94509.92008,144295.6431,139707.3746,125904.7166,36961.4635,39744.03743,59093.71945,63139.51319,56761.79675,61649.55824,53969.42316,77714.39868,65172.6797,36287.56729,43032.90612,43458.25283,77457.66044,72662.66045,77377.24935,47869.31976,44299.95187,67231.88901,116465.6474,80966.3508,93456.99077,2.659598389,1.366396022,3.039689024,5.090292218,4.576679439,4.056496948,2.479670668,2.791982561,2.86433083,2.449447768,2.647734777,2.620062248,3.209023252,3.079024084,3.030967149,3.629880718,3.452143695,4.742961854,6.845853838,7.362048012,9.171215131,6.088890155,5.2513651,5.831563298,10.28989182,9.60894243,10.52347749,3.39180394,3.004013381,2.022806987,1.063622859,1.037955277,0.927345899,1.986949683,2.211105786,2.127877976,2.664231953,3.030245232,2.333774166,2.227863059,2.559779042,2.681995938,3,1,0.854668577,-0.126149555,0.261548529,0.649122807,-0.233821734,0.062798801
P00560,PGK1,416,155923.735,153329.5114,137435.718,135142.1428,138571.9297,138178.559,84141.6567,94689.0958,116789.1512,90765.23452,79289.37668,79711.74797,71985.34901,70284.29066,70492.74905,108532.7598,115013.5961,114120.0317,146377.333,153943.0945,140330.6514,153123.1816,168968.6851,184817.6474,216764.8707,151369.31,186415.0753,73344.91838,138487.3222,118162.024,99112.7521,118022.209,105412.6674,139640.296,136733.185,128123.0659,168216.7977,178233.9785,202655.5453,245283.9037,211244.6459,219725.0608,2.15484559,3.320940394,2.490479118,5.232857786,4.463538249,4.712542583,1.70666065,2.147586835,2.054586581,1.648315729,1.583803864,1.652503,2.019875402,2.08415496,1.957408164,2.411660061,2.300084941,3.185265952,4.155318153,4.935611538,5.249055539,7.329741553,5.629439019,6.721315959,7.186512714,7.803480691,8.010923982,1.866880865,2.051051054,1.466157387,0.801542223,0.83271555,0.785593273,1.24607994,1.277232268,1.359018616,1.791034102,2.226426398,1.86963451,1.70197398,2.488623795,2.0062746,3,1,0.706415732,0.333893544,0.398958579,0.750257998,0.457875458,0.45271858
P00724,SUC2,532,1375.754781,1138.712539,1179.144525,6391.609691,6434.041734,5896.173122,512.183827,527.9061154,626.974682,492.2044238,425.5222614,515.3585191,494.042723,556.7459355,575.6338474,622.5573246,768.1442156,522.2370209,640.3742883,478.7045526,600.2938822,5961.801594,6433.010711,5854.800828,1989.292952,1278.43683,1111.958948,295.518578,650.2497179,784.9746251,3807.870568,4496.865143,3663.777292,713.7617227,570.0917403,644.8194821,1438.811745,2572.55967,1616.958894,980.3996634,886.8641328,673.0349448,0.146231082,0.991019368,0.137699552,1.120706182,0.979942112,1.013017389,0.105566046,0.119119963,0.127210368,0.131131284,0.130772013,0.132607451,0.23714793,0.232737076,0.226715959,0.33298717,0.328502517,0.34449932,0.496656422,0.434434239,0.571621209,1.078105496,0.88450877,1.067188116,0.628047966,0.693604104,0.753742512,0.133854438,0.085718607,0.094290645,0.301429865,0.324483666,0.366531178,0.154796318,0.161820944,0.186859701,0.140442269,0.188704944,0.169134642,0.132447207,0.080742471,0.130143483,3,1,0.252422141,0.844230606,0.749997708,0.28998968,0.808913309,0.525484158
P00729,PRC1,532,1088.565445,1144.466971,1285.229988,1572.694513,1682.551607,1177.652905,716.6539792,894.2090877,422.4963213,651.9825593,493.7592455,636.7127232,510.0543839,506.9955865,651.2369772,526.0426345,509.0270699,364.4898609,362.21855,335.4492416,546.1703265,2705.876134,3059.187299,2121.950799,1580.190576,716.3350166,981.0909952,412.9375812,853.4496124,976.9746994,901.3731135,1140.250057,1103.304018,1353.366701,1116.284786,928.9968666,810.8910819,1203.093241,971.0351984,894.4606338,1478.048896,891.4259856,1.158697222,2.337496903,1.348609885,2.464651965,2.140900129,2.168095496,1.158703819,1.397937466,1.45024274,1.18084308,1.166853633,1.210465286,1.649834267,1.53694966,1.537330984,1.250945752,1.331651719,1.369055287,1.633752492,1.685761949,2.048267024,3.27091036,2.620243629,3.080711047,2.491867949,2.36011681,2.410777196,1.284321077,1.610177179,0.997054394,0.687613386,0.702742475,0.670631973,1.127891102,1.115825675,1.179140355,1.12058897,1.315229355,1.178785055,1.07167662,1.68033808,1.306612453,2,1,0.064143096,0.678069629,0.590080524,-0.252837977,0.446886447,0.218053642
P00812,CAR1,333,189.0269526,141.550367,145.2961945,138.4449975,125.0397251,100.8941061,60.71533552,77.09743675,118.210232,64.94950501,58.34846629,55.9254661,67.82903981,54.34855134,69.11931072,105.5043555,90.30624976,94.88993018,100.9152379,97.54133897,135.8340146,177.9204434,170.2016438,228.6906255,880.0262196,444.3082751,531.0823716,66.58292523,116.5554818,109.2528024,269.6041551,356.0339781,310.0804216,129.6329478,136.647861,113.9255444,481.5463281,570.1067084,614.8775787,444.2648674,380.8664567,307.3726484,0.125546995,0.040720839,0.095614383,0.150938382,0.146399254,0.138721115,0.053192098,0.072449577,0.075968491,0.042286559,0.045202647,0.035688665,0.067193713,0.073746704,0.080624437,0.098174766,0.09912964,0.128907744,0.208691824,0.177184231,0.237093184,0.400030506,0.301267618,0.344779343,0.369447954,0.372249304,0.384471706,0.062407031,0.053830079,0.035407495,0.11097848,0.098547938,0.075664618,0.070268079,0.073524277,0.069886434,0.425379778,0.528029543,0.429211794,0.125550872,0.070664552,0.102431076,3,1,0.43186778,0.673886559,0.697302875,0.545923633,0.731379731,0.636334171
P00815,HIS4,799,1081.265708,969.1192134,999.2477064,1825.091372,1508.818989,1618.83173,935.5236664,972.3489282,1614.401343,1910.702084,1523.527219,1482.225032,1512.009148,1722.496736,1717.41482,3437.761519,3572.718452,2760.847725,4303.74283,5451.249899,4168.737215,1847.443419,1906.080892,2037.701079,2584.842226,1989.341449,2863.49821,1152.22636,1857.195387,1683.991461,2191.065998,2770.52058,2286.10757,1893.19461,1861.460567,1833.807881,1987.06343,2078.372682,2245.601171,3835.765694,2938.426194,3211.378982,0.280401353,0.072099063,0.329894508,0.792237323,0.730697452,0.65629647,0.364744131,0.42239843,0.439592972,0.438547136,0.419150824,0.401707283,0.617119183,0.681031254,0.602805642,0.868331147,0.853519973,1.099546931,1.587877441,1.530762882,1.919210497,1.096046367,0.866122404,0.938244087,1.03176338,1.003414708,0.891783731,0.463349215,0.281561163,0.297501708,0.315573544,0.354015437,0.258663855,0.311827483,0.325354986,0.315797071,0.419770266,0.576606511,0.689284952,0.469893169,0.287552049,0.473447318,1,1,0.908016474,0.048146327,0.66167071,0.907120743,0.047619048,0.456608054
P00817,IPP1,287,19169.39277,27292.03811,28729.08256,67950.86238,81418.0469,66933.91064,26893.74488,25915.60453,22339.74974,31342.41458,24848.59309,28990.02532,38116.05002,42536.13409,41097.13743,64698.37403,63031.34291,53538.8178,62496.40447,56958.66365,57545.16598,69673.11253,124991.3982,111591.7502,107004.196,25797.45052,37826.42863,7580.075879,22534.82932,31516.85674,43040.82178,65254.70167,40254.7209,33887.7918,21782.95721,34049.54472,33971.87537,73011.91559,28865.59639,36591.2964,29512.56156,27159.84695,1.806657308,1.060508339,2.15600986,5.246852676,4.95909088,4.176946387,2.027036903,2.296244505,2.531367376,2.382249919,2.458495891,2.398121607,3.857639239,3.55593953,3.595350887,4.546328939,4.39599154,5.21231716,7.705388719,7.587496142,9.205033934,6.646360404,5.714350234,6.197325229,5.854470288,5.80601735,6.264434158,2.635819966,2.056475614,1.632203512,1.544778757,1.545629903,1.428955862,2.006302726,2.170464762,2.071413918,2.952484082,3.402091882,2.906056733,2.389726107,1.975503882,2.455391939,1,1,0.823955893,0.647571258,0.598758689,0.812177503,0.407203907,0.552548416
P00830,ATP2,511,9006.486637,6958.776415,7459.931331,11379.35845,10669.64218,9662.219274,8344.862882,7806.100951,10890.46748,16099.1662,14280.46959,14679.6966,15712.68487,15223.77537,14220.22431,23915.27102,25306.69281,22447.48659,30753.20045,40061.93177,31232.92866,14781.21697,16454.19107,18421.07405,15763.44501,12143.61412,13521.51227,16416.28765,23252.5727,20824.30934,21293.21117,25223.21638,23571.02805,22009.09646,25695.5825,28559.2349,13914.82955,15650.43877,13989.74714,35742.65288,28370.12539,36681.21608,1.049175726,1.204367927,1.354938461,3.197098415,3.145347948,3.004262925,1.592849488,1.76262679,1.933384017,2.125102089,2.187358055,2.13831081,3.66622478,3.586682788,3.440658651,3.995807953,3.988840944,4.321037706,5.962039464,5.452691527,7.492754803,4.949636685,4.069968655,4.415346022,3.170416669,3.701160936,3.988650366,2.099022724,1.503295172,1.529163392,2.216272541,2.296684971,2.097748242,2.240945206,2.29512192,2.541525868,2.463724447,2.967662397,2.432925023,1.991271635,1.52960029,1.887881541,1,1,0.898085354,-0.340154058,0.335333919,0.923632611,-0.285714286,0.275261324
P00890,CIT1,479,6213.001708,5488.120452,5193.613784,7451.65356,8466.277673,6167.529926,4541.93698,4514.705146,6139.808909,8095.677976,7123.019745,7321.609385,8108.513517,7664.138642,7521.02598,9683.602979,9270.618073,8781.039318,11067.76616,9595.379256,9841.793909,7327.992209,9719.780057,7672.687893,9676.730944,7130.776972,9347.025588,8862.105811,11812.15763,12450.27679,40357.76856,43483.2897,37720.24204,13147.02938,14335.89986,15599.98983,9730.46079,11223.51702,7852.198929,15915.031,16327.67811,13676.65219,0.8948248,1.588700451,1.076301795,2.363429844,2.234718612,2.233874083,0.94541001,1.097012941,1.155803532,1.314307601,1.242559183,1.243803887,2.139924221,1.956713489,2.0011852,2.30848347,2.411091907,2.206434438,3.130513532,2.850182391,3.633398854,2.809666939,2.341329078,2.731829974,1.552917321,2.221838253,2.328222819,0.968971656,0.860289295,0.711852243,3.027599098,3.376099375,3.100043572,1.752005027,1.767712361,2.176697812,2.03883046,2.449807665,2.248433142,1.318048299,1.503566925,1.185448687,3,1,0.864669445,0.522619174,0.438252378,0.915376677,0.184371184,0.322583259
P00899,TRP2,507,268.4882904,243.4571412,251.5284067,437.5179168,449.9007015,425.3947665,187.2738097,200.4767218,269.3825431,282.4720888,255.789584,247.7825341,276.8536768,278.7440539,281.1620243,468.1508308,507.2553615,459.9099107,622.2193967,567.3825449,604.1587259,358.7856212,376.9973004,534.610934,540.1904999,404.1526959,468.7382787,203.9895178,313.4367793,331.3527532,472.4314317,541.8632601,528.3606784,336.8716721,306.8484041,351.8567481,403.9941405,423.8187256,454.7001743,493.0503785,457.6068924,458.8277697,0.2281372,0.090940196,0.279836283,0.800994535,0.766222303,0.622687672,0.232887243,0.271228238,0.2728883,0.253099002,0.248825812,0.2477285,0.394528819,0.38287727,0.382103859,0.57574574,0.563321802,0.6866642,1.023688553,0.995651302,1.277001702,1.061332185,0.879167598,0.901719709,0.772342657,0.755659448,0.711004173,0.281735837,0.189430006,0.174928063,0.257362744,0.256148781,0.217945298,0.229638778,0.260196007,0.245572235,0.371947745,0.501248836,0.513938793,0.306868254,0.203523708,0.320127465,1,1,0.93538613,0.332066013,0.616756256,0.86377709,0.285103785,0.527590957
P00924,ENO1,437,43631.78027,40005.12206,35505.18361,63920.06926,64127.75517,58629.63817,19943.42426,22253.65373,32709.15268,28348.71749,22436.35221,21341.94328,17636.06149,17022.92127,17683.75056,31477.13881,31735.1481,29043.48317,49575.41565,48021.69317,48635.32149,93338.01465,79276.11848,78978.20682,62709.43982,50489.17247,61738.99941,18200.11789,28729.688,25494.57641,23713.45973,25101.9838,24300.29537,31306.99209,28254.5402,25496.5909,47647.93185,43040.29584,70589.6492,62428.34139,55265.057,55104.5179,1.189132114,2.686672841,1.223671123,3.288825437,2.858743524,3.163315238,0.739737194,0.868012425,0.881377914,0.662565712,0.63025491,0.633416106,0.631426754,0.654249476,0.656107739,0.592927659,0.615604263,0.77010929,1.062693045,1.088852979,1.220481198,4.28946952,3.179015965,4.015563572,4.954872189,5.384766189,5.243942071,0.782442337,1.027250305,0.596418075,0.313783075,0.324293441,0.284065212,0.419810257,0.402277604,0.455155155,0.497329077,0.604574827,0.564719492,0.618270966,1.100751777,0.670953712,2,1,0.540498156,0.671072699,0.681960761,0.653250774,0.610500611,0.583502147
P00925,ENO2,437,74638.54117,66098.87383,60994.871,101242.1652,97338.01699,83400.97487,41290.17005,44967.08432,66322.8665,55014.95764,45589.13052,44579.54279,42941.42643,43685.41157,45026.5646,106375.9522,100560.9891,108352.2037,165030.9547,178272.7737,170408.4642,134632.1465,114758.9033,121975.0252,115740.3715,99879.11207,137457.4156,39687.96943,60010.51187,55982.58515,41781.51734,47899.57553,46518.65219,63385.64501,57265.30911,57836.89793,86917.49396,83543.9378,140467.2571,136606.9965,116813.9948,127430.6537,2.052127843,1.082766531,2.220052685,3.689748238,3.338140299,3.383861506,1.418229679,1.678621268,1.708302719,1.236711141,1.307153598,1.209146162,1.62549898,1.751395938,1.505673182,3.070581616,3.0092482,4.431502658,7.081432074,7.489273169,8.589072349,5.165689831,3.833213625,4.287580991,9.116075199,9.055169707,9.070922215,1.732791713,1.712888985,1.153006902,0.54735042,0.533371319,0.437820932,0.879797449,0.876070116,0.867658973,1.535706282,1.864579095,1.480754131,1.313331768,1.538417542,1.519663632,1,1,0.962433338,0.537994986,0.706330103,0.758513932,0.529304029,0.624017503
